#x_m,y_m,w_tr_right_m,w_tr_left_m
312.9888916,-355.875824,5,5
313.8190613,-355.4529114,5,5
314.6526794,-355.0273743,5,5
315.4910583,-354.5983582,5,5
316.3327637,-354.1627197,5,5
317.1721191,-353.7123108,5,5
318.0058594,-353.244812,5,5
318.84198,-352.7729187,5,5
319.6818542,-352.2960815,5,5
320.5240173,-351.8114319,5,5
321.3624878,-351.3113098,5,5
322.1939697,-350.7936401,5,5
323.0270386,-350.2706604,5,5
323.8631287,-349.7419128,5,5
324.7007446,-349.2046814,5,5
325.5395203,-348.658783,5,5
326.3730469,-348.0981445,5,5
327.2060852,-347.5300293,5,5
328.0420532,-346.9563904,5,5
328.8800964,-346.3757324,5,5
329.7202759,-345.7878723,5,5
330.5565491,-345.1862793,5,5
331.3860779,-344.5686646,5,5
332.2184753,-343.9461365,5,5
333.0544434,-343.3182068,5,5
333.8920898,-342.682312,5,5
334.7242432,-342.0315552,5,5
335.5555725,-341.3722839,5,5
336.3883057,-340.7072449,5,5
337.2218933,-340.0345764,5,5
338.0565186,-339.3539734,5,5
338.8923645,-338.6657715,5,5
339.7232361,-337.9642639,5,5
340.5453186,-337.2476807,5,5
341.3687134,-336.5263672,5,5
342.1946106,-335.7997437,5,5
343.0202026,-335.0657654,5,5
343.8440857,-334.324707,5,5
344.6655273,-333.5776062,5,5
345.4838562,-332.8260498,5,5
346.2984009,-332.0716858,5,5
347.1090088,-331.3156433,5,5
347.9087524,-330.5529175,5,5
348.7029114,-329.7896729,5,5
349.493866,-329.0284424,5,5
350.2796326,-328.2681274,5,5
351.0526733,-327.5026245,5,5
351.8092651,-326.7299805,5,5
352.5600586,-325.9598694,5,5
353.3052979,-325.1923828,5,5
354.0423889,-324.4254761,5,5
354.7633667,-323.6532288,5,5
355.4648438,-322.874054,5,5
356.1582031,-322.0970764,5,5
356.8443604,-321.3221741,5,5
357.5223694,-320.5457153,5,5
358.1861572,-319.7601624,5,5
358.8331604,-318.9632263,5,5
359.475769,-318.1635132,5,5
360.1146545,-317.3609619,5,5
360.7485352,-316.5526428,5,5
361.3775635,-315.737854,5,5
361.9940796,-314.9129639,5,5
362.5946655,-314.0775452,5,5
363.1915894,-313.2401428,5,5
363.7846375,-312.4018555,5,5
364.370697,-311.5621948,5,5
364.9490051,-310.7216187,5,5
365.5197449,-309.8810425,5,5
366.0834351,-309.0412903,5,5
366.640625,-308.2032471,5,5
367.1919861,-307.3674011,5,5
367.7393799,-306.5322876,5,5
368.2763672,-305.6916504,5,5
368.7996521,-304.8441772,5,5
369.3042603,-303.9895325,5,5
369.8008118,-303.133606,5,5
370.288208,-302.2758789,5,5
370.7556152,-301.4130859,5,5
371.1967163,-300.5448914,5,5
371.622406,-299.6759644,5,5
372.0410461,-298.8087158,5,5
372.4461975,-297.9411621,5,5
372.8365784,-297.0733337,5,5
373.2219543,-296.2099609,5,5
373.6070557,-295.3538513,5,5
373.9797668,-294.4996643,5,5
374.3419495,-293.6481323,5,5
374.6987305,-292.8015137,5,5
375.0521851,-291.9607239,5,5
375.4033203,-291.1258545,5,5
375.753418,-290.2945251,5,5
376.0944824,-289.461792,5,5
376.4343567,-288.6309814,5,5
376.7753296,-287.8032837,5,5
377.1144714,-286.9787903,5,5
377.4506226,-286.1582336,5,5
377.7835999,-285.3419495,5,5
378.1046448,-284.5273743,5,5
378.421936,-283.7177734,5,5
378.7382202,-282.9139099,5,5
379.0510864,-282.1150818,5,5
379.3599548,-281.3212585,5,5
379.6560364,-280.5297852,5,5
379.9478455,-279.7438354,5,5
380.2381287,-278.9640198,5,5
380.5246277,-278.1895752,5,5
380.8069153,-277.4204712,5,5
381.085144,-276.6567078,5,5
381.3508911,-275.8959961,5,5
381.6127625,-275.1412964,5,5
381.8735352,-274.3930054,5,5
382.1308899,-273.6503601,5,5
382.3843689,-272.913269,5,5
382.6253357,-272.1793518,5,5
382.8509216,-271.4484558,5,5
383.0762329,-270.7244263,5,5
383.3006287,-270.0066833,5,5
383.5206909,-269.29422,5,5
383.7359314,-268.5869141,5,5
383.9378052,-267.8829346,5,5
384.1239014,-267.1822815,5,5
384.3099976,-266.4882507,5,5
384.4951782,-265.800293,5,5
384.6762695,-265.1176147,5,5
384.8528442,-264.4400635,5,5
385.0163879,-263.7662659,5,5
385.1767883,-263.0983582,5,5
385.3366699,-262.4364929,5,5
385.4936523,-261.7800598,5,5
385.6476135,-261.1290894,5,5
385.7988281,-260.483551,5,5
385.9386597,-259.8421326,5,5
386.0769348,-259.2067871,5,5
386.2157288,-258.5774841,5,5
386.3525391,-257.9536743,5,5
386.486969,-257.3352356,5,5
386.61026,-256.7208862,5,5
386.7203369,-256.1109009,5,5
386.8330383,-255.5072937,5,5
386.9466858,-254.9094849,5,5
387.0577393,-254.3168182,5,5
387.1568604,-253.7282715,5,5
387.2423401,-253.1441956,5,5
387.3304749,-252.5662079,5,5
387.4195251,-251.9936981,5,5
387.5059814,-251.4262695,5,5
387.5897522,-250.8638611,5,5
387.6713257,-250.3065186,5,5
387.7511292,-249.7543182,5,5
387.8206482,-249.2066193,5,5
387.8902588,-248.6646271,5,5
387.9614868,-248.128067,5,5
388.0315552,-247.5965424,5,5
388.1001892,-247.0700378,5,5
388.158783,-246.5480042,5,5
388.2177734,-246.0315552,5,5
388.2694397,-245.5191956,5,5
388.3221741,-245.0074921,5,5
388.3772278,-244.4920502,5,5
388.4319763,-243.9711151,5,5
388.4863586,-243.4440308,5,5
388.5318298,-242.9103088,5,5
388.5666199,-242.3698578,5,5
388.6066589,-241.8226166,5,5
388.6497498,-241.2676697,5,5
388.6922302,-240.7046051,5,5
388.7246094,-240.1334839,5,5
388.7571411,-239.5545502,5,5
388.7919312,-238.9671631,5,5
388.826355,-238.3711243,5,5
388.8600769,-237.7664185,5,5
388.8933105,-237.1530151,5,5
388.9263611,-236.5309448,5,5
388.9594116,-235.9002075,5,5
388.9925842,-235.2608185,5,5
389.0259705,-234.6128235,5,5
389.0596313,-233.9562225,5,5
389.093689,-233.2910309,5,5
389.1280823,-232.6172943,5,5
389.1628418,-231.9350586,5,5
389.1886597,-231.2448425,5,5
389.2149658,-230.5467529,5,5
389.2438049,-229.840271,5,5
389.2724915,-229.1253204,5,5
389.2910156,-228.4026337,5,5
389.3086243,-227.6721039,5,5
389.3277588,-226.9332581,5,5
389.3458862,-226.1860504,5,5
389.3625183,-225.4305878,5,5
389.3777771,-224.6669312,5,5
389.3919067,-223.8951569,5,5
389.4052734,-223.1152649,5,5
389.4180298,-222.3273926,5,5
389.4304199,-221.5315399,5,5
389.4424438,-220.7277679,5,5
389.4543152,-219.916153,5,5
389.4567566,-219.0975952,5,5
389.4584045,-218.2717896,5,5
389.4619141,-217.4382019,5,5
389.4645996,-216.5968628,5,5
389.4658203,-215.7478638,5,5
389.4654236,-214.8912659,5,5
389.4637451,-214.0271301,5,5
389.460968,-213.1554565,5,5
389.4573364,-212.2763672,5,5
389.4530029,-211.3898315,5,5
389.4480896,-210.4959717,5,5
389.442688,-209.5947876,5,5
389.4369507,-208.6863251,5,5
389.4309387,-207.7706451,5,5
389.4152527,-206.8487396,5,5
389.3983154,-205.9202271,5,5
389.3827515,-204.9844666,5,5
389.3660889,-204.0415649,5,5
389.3473816,-203.0915375,5,5
389.3266602,-202.1345062,5,5
389.3041687,-201.1704407,5,5
389.2800598,-200.1993713,5,5
389.2546387,-199.2213593,5,5
389.2281189,-198.2363892,5,5
389.2006531,-197.2444611,5,5
389.1818542,-196.2463837,5,5
389.1637878,-195.2419128,5,5
389.1436768,-194.2304993,5,5
389.124176,-193.2121582,5,5
389.1062317,-192.1869049,5,5
389.0900574,-191.1548004,5,5
389.07547,-190.1158905,5,5
389.0622253,-189.0701447,5,5
389.0501404,-188.0176544,5,5
389.0390015,-186.9584351,5,5
389.0286255,-185.8924713,5,5
389.0188599,-184.8198242,5,5
389.0095215,-183.740509,5,5
389.0004883,-182.654541,5,5
388.9918213,-181.5619659,5,5
388.9833374,-180.4628143,5,5
388.9749451,-179.3570404,5,5
388.9666748,-178.2447357,5,5
388.9584351,-177.1259003,5,5
388.9501953,-176.0005646,5,5
388.941864,-174.8687134,5,5
388.9335022,-173.730423,5,5
388.9250793,-172.5856628,5,5
388.9165649,-171.4345093,5,5
388.9079895,-170.2769165,5,5
388.889801,-169.1139679,5,5
388.8696289,-167.9451752,5,5
388.8503723,-166.7699585,5,5
388.8295593,-165.5883484,5,5
388.8062134,-164.4004974,5,5
388.7801208,-163.2063904,5,5
388.7513733,-162.006073,5,5
388.7298889,-160.8001251,5,5
388.7083435,-159.5884705,5,5
388.6838989,-158.3705444,5,5
388.6593933,-157.1463318,5,5
388.6360779,-155.915863,5,5
388.6142883,-154.6791534,5,5
388.5941467,-153.4362488,5,5
388.5755005,-152.187149,5,5
388.5582581,-150.9319,5,5
388.5326538,-149.6714935,5,5
388.5058594,-148.4055023,5,5
388.4808655,-147.1333313,5,5
388.4548645,-145.855072,5,5
388.4267883,-144.5708008,5,5
388.3963318,-143.2805481,5,5
388.3633118,-141.9843445,5,5
388.337616,-140.6828003,5,5
388.3121033,-139.3757935,5,5
388.283905,-138.0628052,5,5
388.2557678,-136.7438202,5,5
388.2288208,-135.4188232,5,5
388.2035828,-134.0878906,5,5
388.1801147,-132.7510376,5,5
388.1583862,-131.4082642,5,5
388.1381836,-130.0596313,5,5
388.1194458,-128.7051392,5,5
388.1019897,-127.3447952,5,5
388.0855713,-125.9786606,5,5
388.0700684,-124.6067429,5,5
388.0552979,-123.2290573,5,5
388.0411682,-121.8456421,5,5
388.0275574,-120.4565048,5,5
388.0143738,-119.0616608,5,5
388.0015259,-117.6611404,5,5
387.9889221,-116.2549591,5,5
387.9765015,-114.8431244,5,5
387.9642029,-113.4256821,5,5
387.9519958,-112.0026321,5,5
387.9397583,-110.5739899,5,5
387.9275818,-109.139801,5,5
387.9153748,-107.7000732,5,5
387.9031067,-106.2548141,5,5
387.8908081,-104.804039,5,5
387.8783875,-103.3477707,5,5
387.8658447,-101.8860397,5,5
387.853241,-100.4188614,5,5
387.8404846,-98.94636536,5,5
387.8276367,-97.46922302,5,5
387.8146667,-95.98836517,5,5
387.8015442,-94.50495148,5,5
387.7883606,-93.02030182,5,5
387.775116,-91.53578949,5,5
387.7617493,-90.0522995,5,5
387.7483215,-88.57061005,5,5
387.7348328,-87.09144592,5,5
387.721344,-85.615448,5,5
387.7079163,-84.14321899,5,5
387.694458,-82.67532349,5,5
387.6809692,-81.21221924,5,5
387.6674805,-79.75437164,5,5
387.6540527,-78.30216217,5,5
387.640686,-76.85594177,5,5
387.6273499,-75.41603851,5,5
387.6141052,-73.98272705,5,5
387.6009216,-72.55627441,5,5
387.5878906,-71.13690948,5,5
387.5748596,-69.72483063,5,5
387.5620117,-68.32024384,5,5
387.5492859,-66.92328644,5,5
387.5366821,-65.53413391,5,5
387.5242004,-64.1529007,5,5
387.5118408,-62.77972412,5,5
387.4996643,-61.41469955,5,5
387.4876099,-60.0579071,5,5
387.475708,-58.70945358,5,5
387.4639893,-57.36938858,5,5
387.4523621,-56.03779221,5,5
387.4315796,-54.71528244,5,5
387.3969727,-53.40261078,5,5
387.361908,-52.09882736,5,5
387.3264771,-50.80363083,5,5
387.2869568,-49.51719666,5,5
387.2418518,-48.23966217,5,5
387.1911316,-46.97109222,5,5
387.1349182,-45.71153259,5,5
387.0737915,-44.46099091,5,5
387.0179749,-43.2192955,5,5
386.9605408,-41.9867897,5,5
386.8987427,-40.76329422,5,5
386.8357239,-39.54863739,5,5
386.7730103,-38.34275055,5,5
386.7018127,-37.14659119,5,5
386.6181946,-35.96103287,5,5
386.5357666,-34.78440094,5,5
386.4545898,-33.61632919,5,5
386.3708801,-32.45711517,5,5
386.2833252,-31.30687523,5,5
386.1916809,-30.16563416,5,5
386.096405,-29.03336334,5,5
385.9978333,-27.91000366,5,5
385.896698,-26.79548836,5,5
385.7934265,-25.68974113,5,5
385.6884155,-24.59268188,5,5
385.5731201,-23.50588608,5,5
385.4440613,-22.43181801,5,5
385.2975159,-21.37537384,5,5
385.1309204,-20.3413372,5,5
384.960022,-19.32703972,5,5
384.7909546,-18.33180809,5,5
384.6076355,-17.36118889,5,5
384.4052124,-16.4185276,5,5
384.1815796,-15.50715256,5,5
383.9487,-14.62339306,5,5
383.7146301,-13.76373863,5,5
383.4736633,-12.93057823,5,5
383.2166748,-12.126194,5,5
382.9407349,-11.35078335,5,5
382.6454163,-10.60729218,5,5
382.3429871,-9.890487671,5,5
382.0414124,-9.197063446,5,5
381.7367249,-8.532072067,5,5
381.4291077,-7.897399902,5,5
381.119751,-7.292940617,5,5
380.8040161,-6.722893715,5,5
380.4904175,-6.181735039,5,5
380.1824646,-5.667123795,5,5
379.8798828,-5.179869175,5,5
379.5837708,-4.719591141,5,5
379.2955322,-4.285520077,5,5
379.0104065,-3.882050991,5,5
378.7371521,-3.502150774,5,5
378.4778137,-3.143859863,5,5
378.2311707,-2.808381796,5,5
377.9914856,-2.500696898,5,5
377.7594299,-2.220141888,5,5
377.5469055,-1.955549836,5,5
377.350708,-1.708574295,5,5
377.164917,-1.476803303,5,5
376.9810791,-1.251211524,5,5
376.792572,-1.03379941,5,5
376.6020203,-0.8239970207,5,5
376.4194336,-0.6125677824,5,5
376.2401123,-0.4022123516,5,5
376.0618591,-0.1938543618,5,5
375.8849792,0.01249999925,5,5
375.709137,0.2176079452,5,5
375.5345154,0.421336174,5,5
375.3606262,0.6243017316,5,5
375.1876221,0.8263040781,5,5
375.0097046,1.022770047,5,5
374.8286133,1.214575648,5,5
374.6529236,1.411105037,5,5
374.4786682,1.608627319,5,5
374.2987061,1.80088675,5,5
374.1148071,1.988963008,5,5
373.9356079,2.182463408,5,5
373.7572327,2.377634525,5,5
373.5777283,2.573406696,5,5
373.397522,2.769725561,5,5
373.216217,2.967241764,5,5
373.0339355,3.165792227,5,5
372.8502502,3.365910053,5,5
372.6653748,3.567387104,5,5
372.4736633,3.765322208,5,5
372.2830811,3.967493773,5,5
372.0918274,4.17318821,5,5
371.8934937,4.375191689,5,5
371.6885071,4.57484436,5,5
371.4757385,4.769002438,5,5
371.2639771,4.969661713,5,5
371.0488892,5.172635555,5,5
370.8260498,5.373243809,5,5
370.5949097,5.567580223,5,5
370.3568726,5.755042553,5,5
370.1098328,5.933784485,5,5
369.8599548,6.117686749,5,5
369.6131592,6.316130638,5,5
369.3574219,6.512629986,5,5
369.0924072,6.705846786,5,5
368.8267822,6.907781124,5,5
368.5578003,7.115306854,5,5
368.2835999,7.325764179,5,5
368.0047302,7.539596558,5,5
367.7169189,7.749885559,5,5
367.4205627,7.956635952,5,5
367.1236572,8.172212601,5,5
366.8237305,8.394201279,5,5
366.51828,8.618870735,5,5
366.2035217,8.838942528,5,5
365.8792419,9.053893089,5,5
365.5442505,9.260627747,5,5
365.2072449,9.474225998,5,5
364.8692017,9.698218346,5,5
364.5210876,9.918017387,5,5
364.1629333,10.13223934,5,5
363.7932739,10.33743954,5,5
363.4187012,10.5477438,5,5
363.0411987,10.76772881,5,5
362.6529541,10.98288441,5,5
362.2532349,11.19254017,5,5
361.8417053,11.3926096,5,5
361.4241028,11.59702492,5,5
361.0019836,11.81171036,5,5
360.5715637,12.02923393,5,5
360.1292419,12.24034595,5,5
359.6750183,12.44406509,5,5
359.209137,12.63695621,5,5
358.7359619,12.83316708,5,5
358.2569885,13.03935432,5,5
357.7661743,13.23902702,5,5
357.2628784,13.42926121,5,5
356.7478027,13.60644245,5,5
356.2215881,13.76851368,5,5
355.6851501,13.91146088,5,5
355.1392822,14.04823589,5,5
354.5827942,14.18462944,5,5
354.0143433,14.31083488,5,5
353.4348755,14.41780758,5,5
352.8461304,14.52005863,5,5
352.2483521,14.62613487,5,5
351.6405029,14.7286911,5,5
351.0227966,14.82699299,5,5
350.3955078,14.92211628,5,5
349.7589417,15.01527214,5,5
349.1133118,15.10740662,5,5
348.4588928,15.19919872,5,5
347.7957764,15.29111195,5,5
347.1241455,15.38332653,5,5
346.4440613,15.46711349,5,5
345.7555542,15.53943539,5,5
345.0600281,15.5958786,5,5
344.3570557,15.65002537,5,5
343.6454163,15.70994186,5,5
342.9247437,15.7580595,5,5
342.1963196,15.78924847,5,5
341.4598083,15.81951714,5,5
340.7151489,15.84832478,5,5
339.9632874,15.87253952,5,5
339.2034302,15.89235783,5,5
338.43573,15.90850067,5,5
337.6602173,15.92179775,5,5
336.8769531,15.93294239,5,5
336.0857239,15.94250679,5,5
335.2870178,15.95090675,5,5
334.4818726,15.95843983,5,5
333.671875,15.9653244,5,5
332.8587341,15.97174072,5,5
332.044342,15.97780895,5,5
331.2303467,15.98360825,5,5
330.4173279,15.98923397,5,5
329.603241,15.99475384,5,5
328.785614,16.00022316,5,5
327.9646301,15.9962635,5,5
327.1397705,15.99171638,5,5
326.309906,15.98908424,5,5
325.4746704,15.98565483,5,5
324.6338501,15.98073483,5,5
323.787323,15.97432137,5,5
322.934967,15.96661568,5,5
322.0768738,15.95784378,5,5
321.2129517,15.94822121,5,5
320.3429871,15.93791485,5,5
319.4667358,15.92705441,5,5
318.5841675,15.91574383,5,5
317.6953125,15.90406132,5,5
316.800293,15.89206505,5,5
315.9000854,15.88921642,5,5
314.9941711,15.8871603,5,5
314.0818176,15.88319588,5,5
313.1629333,15.88002682,5,5
312.2375793,15.87843704,5,5
311.3059692,15.87848854,5,5
310.3682556,15.88000488,5,5
309.4252014,15.87326717,5,5
308.4763489,15.8663311,5,5
307.5209351,15.86179638,5,5
306.559082,15.8568182,5,5
305.5910339,15.85045624,5,5
304.6169434,15.84253407,5,5
303.6367188,15.83316135,5,5
302.6502075,15.82250595,5,5
301.6573486,15.81075764,5,5
300.6582336,15.79808331,5,5
299.6531677,15.7846241,5,5
298.6422119,15.77050495,5,5
297.6251831,15.75583076,5,5
296.6019592,15.74067879,5,5
295.5725098,15.72511768,5,5
294.5371094,15.70920277,5,5
293.4959412,15.69298172,5,5
292.4489441,15.67648888,5,5
291.3959351,15.65974903,5,5
290.3368225,15.64278507,5,5
289.271759,15.62561512,5,5
288.2010498,15.60825253,5,5
287.1246948,15.59071159,5,5
286.0425415,15.57299805,5,5
284.9544373,15.55511189,5,5
283.8604126,15.53705978,5,5
282.7608643,15.51884937,5,5
281.6558228,15.50048161,5,5
280.5451355,15.48195934,5,5
279.4286499,15.46327686,5,5
278.306366,15.44443607,5,5
277.1786804,15.42543793,5,5
276.0456238,15.4062891,5,5
274.907074,15.38698292,5,5
273.7628174,15.36751461,5,5
272.6129761,15.34788799,5,5
271.4577942,15.32810116,5,5
270.2974243,15.30815887,5,5
269.1316223,15.28805828,5,5
267.9602966,15.26779461,5,5
266.7834778,15.24736786,5,5
265.6015625,15.22678089,5,5
264.4145203,15.20603371,5,5
263.2221985,15.1851244,5,5
262.0244141,15.16404915,5,5
260.8213501,15.14280891,5,5
259.6141663,15.13089943,5,5
258.4024658,15.12090206,5,5
257.1853638,15.10975075,5,5
255.9629669,15.10001278,5,5
254.7354584,15.09264469,5,5
253.5031433,15.08787155,5,5
252.2658081,15.08556366,5,5
251.0242004,15.07581711,5,5
249.7779846,15.06582165,5,5
248.5267792,15.05842972,5,5
247.2706146,15.05080795,5,5
246.009491,15.041749,5,5
244.7444611,15.02147675,5,5
243.4750214,14.99708176,5,5
242.2005157,14.97164726,5,5
240.9210815,14.94280624,5,5
239.6368103,14.90975666,5,5
238.3477478,14.87241173,5,5
237.054306,14.84069633,5,5
235.756485,14.80764771,5,5
234.4537811,14.77046204,5,5
233.1461487,14.73211479,5,5
231.8335724,14.6939888,5,5
230.516037,14.65669537,5,5
229.1936035,14.62045956,5,5
227.8662872,14.58533001,5,5
226.5341034,14.55126286,5,5
225.1970673,14.51817226,5,5
223.8551941,14.48595047,5,5
222.5085144,14.4544878,5,5
221.1570435,14.42367744,5,5
219.8008423,14.39341545,5,5
218.4398804,14.36360168,5,5
217.074173,14.33415222,5,5
215.7037659,14.30498219,5,5
214.3286438,14.27602291,5,5
212.9488678,14.2472105,5,5
211.5644531,14.2184906,5,5
210.1753845,14.18981457,5,5
208.7818298,14.16114235,5,5
207.3836823,14.13243961,5,5
205.9807892,14.10367298,5,5
204.5733337,14.07481766,5,5
203.161438,14.04585934,5,5
201.7449341,14.01677418,5,5
200.3235474,13.98754406,5,5
198.8975983,13.9581604,5,5
197.4671783,13.92861748,5,5
196.0319824,13.89890194,5,5
194.5919952,13.8690052,5,5
193.147522,13.83892536,5,5
191.6985474,13.80865955,5,5
190.2447205,13.7781992,5,5
188.7862396,13.74754238,5,5
187.3233795,13.71669292,5,5
185.8558197,13.68564415,5,5
184.3834534,13.65439224,5,5
182.9066315,13.62294006,5,5
181.4253235,13.59128857,5,5
179.9392395,13.55943108,5,5
178.4485168,13.52736664,5,5
176.9533997,13.49510098,5,5
175.4536743,13.46263027,5,5
173.9491425,13.42994881,5,5
172.4401855,13.39706421,5,5
170.9267731,13.36397457,5,5
169.4085388,13.33067322,5,5
167.8857727,13.2971611,5,5
166.3586426,13.26344681,5,5
164.8268127,13.22952271,5,5
163.2902985,13.19538307,5,5
161.7494049,13.16103745,5,5
160.2039948,13.1264801,5,5
158.6538086,13.09170914,5,5
157.0991974,13.0567255,5,5
155.5401764,13.02153397,5,5
153.9764252,12.98612499,5,5
152.4081268,12.95049858,5,5
150.8354797,12.91466427,5,5
149.258194,12.87861156,5,5
147.6762543,12.84233856,5,5
146.0899658,12.80585384,5,5
144.4991913,12.76915264,5,5
142.9036713,12.73223019,5,5
141.303772,12.69509029,5,5
139.6994781,12.65773296,5,5
138.0904388,12.62015343,5,5
136.4771118,12.58235359,5,5
134.8595123,12.54434204,5,5
133.2371368,12.50610447,5,5
131.6099548,12.46763992,5,5
129.9781494,12.42894745,5,5
128.3424835,12.39942741,5,5
126.7028503,12.37254333,5,5
125.0588074,12.34524059,5,5
123.4099121,12.3205452,5,5
121.7565384,12.29733276,5,5
120.1008453,12.27833462,5,5
118.4408569,12.26261425,5,5
116.7752533,12.25066757,5,5
115.1045303,12.24230289,5,5
113.4289703,12.23723698,5,5
111.7494736,12.22558594,5,5
110.0660782,12.21428394,5,5
108.3789215,12.20444393,5,5
106.6869888,12.19488716,5,5
104.9904785,12.18288517,5,5
103.2892532,12.16866398,5,5
101.5832138,12.15148449,5,5
99.87252045,12.13119698,5,5
98.15727997,12.10785007,5,5
96.43761444,12.08156586,5,5
94.71353912,12.05250835,5,5
92.98509216,12.02086639,5,5
91.25230408,11.98683834,5,5
89.51517487,11.95062447,5,5
87.77373505,11.91242313,5,5
86.02797699,11.87241936,5,5
84.27791595,11.83079338,5,5
82.52359009,11.7877121,5,5
80.7649765,11.74332523,5,5
79.00273895,11.69785213,5,5
77.23808289,11.65147209,5,5
75.46856689,11.60422325,5,5
73.69319916,11.55612183,5,5
71.91281891,11.5072279,5,5
70.12782288,11.45762539,5,5
68.33908844,11.40747452,5,5
66.54769897,11.35678291,5,5
64.7543335,11.30549908,5,5
62.96019745,11.25388527,5,5
61.16671371,11.2112751,5,5
59.37451553,11.17155457,5,5
57.58407211,11.13166237,5,5
55.79608917,11.09406948,5,5
54.01121902,11.05995846,5,5
52.23009491,11.02981663,5,5
50.45323944,11.0038271,5,5
48.68117142,10.98190022,5,5
46.91436386,10.9637804,5,5
45.15323257,10.94918346,5,5
43.39819717,10.93781757,5,5
41.64959335,10.9294281,5,5
39.90772247,10.92376232,5,5
38.17286682,10.9205637,5,5
36.4452858,10.91958427,5,5
34.72521591,10.92059517,5,5
33.01286697,10.92338276,5,5
31.30843353,10.92774773,5,5
29.61209488,10.93351173,5,5
27.92400742,10.94051743,5,5
26.24432373,10.94861794,5,5
24.57317543,10.95768642,5,5
22.91072273,10.96760273,5,5
21.25704002,10.97827148,5,5
19.61216164,10.98959827,5,5
17.97618866,11.00150776,5,5
16.34921074,11.01392937,5,5
14.73132324,11.02680874,5,5
13.12283897,11.04007912,5,5
11.52369213,11.05369854,5,5
9.933517456,11.06762791,5,5
8.352406502,11.08183289,5,5
6.780823708,11.09628868,5,5
5.218993187,11.11094666,5,5
3.666190386,11.12580299,5,5
2.122215271,11.14083385,5,5
0.5873718262,11.15603161,5,5
-0.9377413988,11.17135811,5,5
-2.453428984,11.18681717,5,5
-3.960364342,11.20239735,5,5
-5.458379269,11.2180872,5,5
-6.947013855,11.23388481,5,5
-8.425995827,11.24976158,5,5
-9.895911217,11.2657299,5,5
-11.35677242,11.27249718,5,5
-12.80864143,11.27694225,5,5
-14.25332737,11.28217793,5,5
-15.69321728,11.28570557,5,5
-17.12996864,11.28648376,5,5
-18.56454277,11.28412724,5,5
-19.99769783,11.27860928,5,5
-21.43015099,11.27009964,5,5
-22.86199188,11.26850796,5,5
-24.29397392,11.26701546,5,5
-25.72710419,11.26276493,5,5
-27.16184807,11.25860119,5,5
-28.59860611,11.255826,5,5
-30.03773308,11.25497627,5,5
-31.47954369,11.25620174,5,5
-32.92431259,11.25947094,5,5
-34.37160492,11.25510025,5,5
-35.82190323,11.24990082,5,5
-37.27593231,11.24682617,5,5
-38.73385239,11.24316025,5,5
-40.1958046,11.23767185,5,5
-41.66191483,11.22986698,5,5
-43.13228989,11.2196188,5,5
-44.60704422,11.20697594,5,5
-46.08562088,11.20166111,5,5
-47.56832886,11.19693565,5,5
-49.05575943,11.18984795,5,5
-50.54800797,11.18312263,5,5
-52.04510117,11.17802238,5,5
-53.54710007,11.17507553,5,5
-55.05403137,11.17443657,5,5
-56.56593323,11.17607784,5,5
-58.08212662,11.17032337,5,5
-59.6029129,11.16382408,5,5
-61.12885284,11.15952778,5,5
-62.65993881,11.15471554,5,5
-64.19618225,11.14810371,5,5
-65.73756409,11.13914299,5,5
-67.28409576,11.12764454,5,5
-68.83576965,11.11362076,5,5
-70.39261627,11.09716797,5,5
-71.95448303,11.07818985,5,5
-73.52075195,11.05750847,5,5
-75.09266663,11.03519058,5,5
-76.67080688,11.01109219,5,5
-78.25404358,10.98532295,5,5
-79.84161377,10.96742821,5,5
-81.43380737,10.95098877,5,5
-83.03118134,10.93309879,5,5
-84.63323212,10.91504765,5,5
-86.24014282,10.89890003,5,5
-87.85268402,10.88742161,5,5
-89.47026062,10.88068581,5,5
-91.09380341,10.87738895,5,5
-92.72314453,10.87709045,5,5
-94.35740662,10.8787241,5,5
-95.99668884,10.88245487,5,5
-97.6410141,10.88826847,5,5
-99.29029846,10.89603519,5,5
-100.9439621,10.90557098,5,5
-102.6011505,10.91668034,5,5
-104.2608109,10.92908573,5,5
-105.9215088,10.94250584,5,5
-107.5820465,10.95703602,5,5
-109.2418137,10.97246838,5,5
-110.8996964,10.97939396,5,5
-112.5551224,10.98431206,5,5
-114.2071075,10.98975849,5,5
-115.8532104,10.99345684,5,5
-117.49617,10.99496174,5,5
-119.1351929,10.99333763,5,5
-120.7685623,10.98813915,5,5
-122.3976364,10.97915363,5,5
-124.0212479,10.96671772,5,5
-125.6389999,10.95114613,5,5
-127.2521057,10.93315983,5,5
-128.8605804,10.91208076,5,5
-130.4628448,10.88819885,5,5
-132.0581055,10.86151981,5,5
-133.6451721,10.83264256,5,5
-135.2247162,10.80185127,5,5
-136.7978821,10.76947975,5,5
-138.3642883,10.735672,5,5
-139.923645,10.70060444,5,5
-141.4756775,10.66445541,5,5
-143.0202637,10.62740231,5,5
-144.5572205,10.58960533,5,5
-146.086441,10.55120659,5,5
-147.6078644,10.51233101,5,5
-149.1211853,10.4824543,5,5
-150.6262207,10.45484066,5,5
-152.123291,10.42642021,5,5
-153.6123505,10.39971066,5,5
-155.0933685,10.37584305,5,5
-156.5658264,10.3643465,5,5
-158.0297241,10.35854244,5,5
-159.4854889,10.35525322,5,5
-160.9330597,10.35666943,5,5
-162.3723755,10.36358356,5,5
